model,stage,params_json,train_time_s,predict_time_val_s,predict_time_test_s,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,best_iteration,best_score
XGBoost,stage1,"{""max_depth"": 8, ""learning_rate"": 0.1, ""n_estimators"": 500, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",7.503944326999772,0.031728515999930096,0.029570876999969187,0.9994585228503358,0.9779588294277467,0.9801772067086801,0.9994565292597887,0.9991336365605371,0.9813932788703693,0.9725363188173616,0.9991417135114302,286.0,0.00190952425301365
XGBoost,stage1,"{""max_depth"": 8, ""learning_rate"": 0.1, ""n_estimators"": 500, ""subsample"": 1.0, ""colsample_bytree"": 1.0}",6.821007532999829,0.043586122000306204,0.02826484100023663,0.9994043751353693,0.9778871756587586,0.9798660283338597,0.9994024097656173,0.9990794888455707,0.981324748168615,0.9724335649924427,0.9990876073612869,251.0,0.00184877032448893
XGBoost,stage1,"{""max_depth"": 8, ""learning_rate"": 0.05, ""n_estimators"": 200, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",6.035038123999584,0.026263105999532854,0.02569105699967622,0.9992960797054364,0.977753406256013,0.9799671411765686,0.9992941685233692,0.9990253411306043,0.9812562174668606,0.964951943804059,0.9990364053454687,199.0,0.00233221851530849
XGBoost,stage1,"{""max_depth"": 8, ""learning_rate"": 0.05, ""n_estimators"": 200, ""subsample"": 0.8, ""colsample_bytree"": 1.0}",6.0990682769997875,0.026551586000095995,0.029214780000074825,0.99924193199047,0.9776817524870248,0.979654382779171,0.9992400528806848,0.9990794888455707,0.981321563437208,0.9650601791045718,0.999090436914276,199.0,0.00266797639680006
XGBoost,stage1,"{""max_depth"": 8, ""learning_rate"": 0.05, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",5.938504562000162,0.026685662999625492,0.026529415999902994,0.9993502274204028,0.9778218806465908,0.9800371606727944,0.9993482879862083,0.9991336365605371,0.9813964636017762,0.9725364328738052,0.9991417907149156,199.0,0.00217766286143754
XGBoost,stage1,"{""max_depth"": 8, ""learning_rate"": 0.05, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 1.0}",5.950502768000661,0.02706882099937502,0.02653856800043286,0.99924193199047,0.9755572444214623,0.9785806996776278,0.9992397138801823,0.9989170457006714,0.981115971331945,0.9718801214374401,0.9989250301048935,199.0,0.00242250462421998
XGBoost,stage1,"{""max_depth"": 8, ""learning_rate"": 0.05, ""n_estimators"": 500, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",10.64150912200057,0.04502928400052042,0.04396966400054225,0.9992960797054364,0.9777502268776027,0.97107268565626,0.999297950001468,0.9990253411306043,0.9812562174668606,0.9722924173283021,0.9990334190957667,371.0,0.00199817209202619
XGBoost,stage1,"{""max_depth"": 8, ""learning_rate"": 0.05, ""n_estimators"": 500, ""subsample"": 0.8, ""colsample_bytree"": 1.0}",11.39862748699943,0.06004958900030033,0.05641601000024821,0.99924193199047,0.9776785731086144,0.9707598962952723,0.999243810960047,0.9989711934156379,0.9811813173022926,0.9648488973942334,0.9989820971081883,402.0,0.0022444673752628
XGBoost,stage1,"{""max_depth"": 8, ""learning_rate"": 0.05, ""n_estimators"": 500, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",12.878032394999536,0.06935890600016137,0.05685680999977194,0.9994585228503358,0.9779588294277467,0.9801772067086801,0.9994565292597887,0.9991336365605371,0.9813964636017762,0.9725364328738052,0.9991417907149156,484.0,0.00185862831457602
XGBoost,stage1,"{""max_depth"": 8, ""learning_rate"": 0.05, ""n_estimators"": 500, ""subsample"": 1.0, ""colsample_bytree"": 1.0}",13.96942577200025,0.05749722400014434,0.0709789489992545,0.9994043751353693,0.9778871756587586,0.9798660283338597,0.9994024097656173,0.9989711934156379,0.9811876867651063,0.9721911137830221,0.9989791693513432,499.0,0.00186588675048715
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.1, ""n_estimators"": 200, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",5.846966443000383,0.03731419299947447,0.038764504000027955,0.9992960797054364,0.977753406256013,0.9799671411765686,0.9992941685233692,0.9991336365605371,0.9813996483331829,0.9724653829291884,0.999141728540693,173.0,0.00181841306697841
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.1, ""n_estimators"": 200, ""subsample"": 0.8, ""colsample_bytree"": 1.0}",5.838204753999889,0.03493994400014344,0.037950990999888745,0.99924193199047,0.9776817524870248,0.9796558714550593,0.9992399800095747,0.9990794888455707,0.981324748168615,0.965021958690777,0.999090477822933,172.0,0.00220168619266866
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.1, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",5.876528318000055,0.024369321999984095,0.02598387600028218,0.9992960797054364,0.9777502268776027,0.9798940105720187,0.9992941180578312,0.9991336365605371,0.9813932788703693,0.9725363188173616,0.9991417135114302,196.0,0.00211036284608747
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.1, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 1.0}",5.723812526000074,0.02483039100025053,0.02570448000005854,0.99924193199047,0.9776785731086144,0.9795827402712848,0.9992399291026661,0.9990253411306043,0.9812530327354537,0.9723321732205087,0.9990333019103786,199.0,0.00236311267756061
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.1, ""n_estimators"": 500, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",6.397398050999982,0.03736130500055879,0.04026832599993213,0.9992960797054364,0.977753406256013,0.9799671411765686,0.9992941685233692,0.9991336365605371,0.9813996483331829,0.9724653829291884,0.999141728540693,173.0,0.00181841306697841
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.1, ""n_estimators"": 500, ""subsample"": 0.8, ""colsample_bytree"": 1.0}",6.225530650999644,0.03421962399988843,0.025204444999872067,0.99924193199047,0.9776817524870248,0.9796558714550593,0.9992399800095747,0.9990794888455707,0.981324748168615,0.965021958690777,0.999090477822933,172.0,0.00220168619266866
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.1, ""n_estimators"": 500, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",7.668864536000001,0.04104467400065914,0.028056661999471544,0.9992960797054364,0.9777502268776027,0.9798940105720187,0.9992941180578312,0.9991336365605371,0.9813932788703693,0.9725363188173616,0.9991417135114302,241.0,0.00206830860868475
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.1, ""n_estimators"": 500, ""subsample"": 1.0, ""colsample_bytree"": 1.0}",8.598024549000002,0.04917859099987254,0.03486506900026143,0.9992960797054364,0.9777502268776027,0.9796528134217986,0.9992940802127213,0.9990253411306043,0.9812530327354537,0.9723321732205087,0.9990333019103786,343.0,0.00225980643786955
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.05, ""n_estimators"": 200, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",6.853843783999764,0.027560979000554653,0.026794014999723004,0.9992960797054364,0.977753406256013,0.9799671411765686,0.9992941685233692,0.9991336365605371,0.9813964636017762,0.9652359991558458,0.9991447638976044,199.0,0.00224743896933521
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.05, ""n_estimators"": 200, ""subsample"": 0.8, ""colsample_bytree"": 1.0}",6.2198976429999675,0.04098324799997499,0.026595917999657104,0.99924193199047,0.9776817524870248,0.979654382779171,0.9992400528806848,0.9990794888455707,0.981324748168615,0.9650930914681997,0.9990905936109887,199.0,0.00256252753263678
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.05, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",6.8641961379998975,0.03279747099986707,0.03480958499949338,0.9992960797054364,0.977753406256013,0.9799671411765686,0.9992941685233692,0.9992960797054364,0.9816052404384461,0.9728192856265037,0.999304039015298,199.0,0.00218660090099446
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.05, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 1.0}",6.520014484999592,0.02885437799977808,0.027324648999638157,0.9992960797054364,0.9777502268776027,0.97867780885236,0.9992943960709706,0.9990794888455707,0.981324748168615,0.9724023047219906,0.9990874525244393,199.0,0.0026872704330404
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.05, ""n_estimators"": 500, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",11.23437588700017,0.04645315000016126,0.045886838999649626,0.9993502274204028,0.9778218806465908,0.9800371606727944,0.9993482879862083,0.9990794888455707,0.9813279329000218,0.9723952852096646,0.9990876024493955,391.0,0.00198284109259554
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.05, ""n_estimators"": 500, ""subsample"": 0.8, ""colsample_bytree"": 1.0}",12.146215837000454,0.05412249300024996,0.05188208200070221,0.9992960797054364,0.977753406256013,0.9797244528404515,0.9992942026384702,0.9989711934156379,0.9811813173022926,0.9648488973942334,0.9989820971081883,499.0,0.00219365244220888
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.05, ""n_estimators"": 500, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",12.357380497999657,0.05504989299970475,0.05245914200077095,0.9992960797054364,0.9777502268776027,0.9798940105720187,0.9992941180578312,0.9991877842755036,0.9814649943035305,0.9726064195653681,0.999195840909186,499.0,0.00196333217693414
XGBoost,stage1,"{""max_depth"": 12, ""learning_rate"": 0.05, ""n_estimators"": 500, ""subsample"": 1.0, ""colsample_bytree"": 1.0}",12.110331342999416,0.0551160830000299,0.05055584799993085,0.99924193199047,0.9776785731086144,0.9795827402712848,0.9992399291026661,0.9990794888455707,0.981321563437208,0.9724021900331024,0.9990873748434357,474.0,0.00238013710132472
XGBoost,stage2,"{""max_depth"": 2, ""learning_rate"": 0.025, ""n_estimators"": 120, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",2.0437899680000555,0.02803053000025102,0.01410896900051739,0.9921485813298678,0.962542900616335,0.9092733852699101,0.9923272484486454,0.9929066493393979,0.9866199282264169,0.9263295880893017,0.9931546300511389,119.0,0.14852658511361946
XGBoost,stage2,"{""max_depth"": 2, ""learning_rate"": 0.025, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",3.4767125380003563,0.02201268099997833,0.020742873000017426,0.9936647173489279,0.964673252740858,0.9191578683839497,0.9937857815769339,0.9944227853584579,0.9720170854643913,0.9353084206084312,0.9945430773710116,199.0,0.04765794187880414
XGBoost,stage2,"{""max_depth"": 2, ""learning_rate"": 0.025, ""n_estimators"": 280, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",4.836495741000363,0.031240033999893058,0.04180806499971368,0.9955057396577864,0.9685693772867104,0.9445649086004689,0.995539037497182,0.9963179553822828,0.9755459319664287,0.9444634669871332,0.9963493395892175,279.0,0.02355724822719791
XGBoost,stage2,"{""max_depth"": 2, ""learning_rate"": 0.05, ""n_estimators"": 120, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",2.3896176480002396,0.03125158800048666,0.014480651000667422,0.9944769330734243,0.9675799887316557,0.9243255984030987,0.9945624261909584,0.9947476716482564,0.9725994413317015,0.9341889398629973,0.9948331699970169,119.0,0.03161225307104778
XGBoost,stage2,"{""max_depth"": 2, ""learning_rate"": 0.05, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",3.772063985999921,0.03889228299976821,0.022701981999489362,0.99696772796188,0.9722329026443424,0.9562234115712447,0.9969803007613894,0.9971301711067793,0.9775517178211975,0.9500791206236094,0.9971541956953276,199.0,0.01235335599427937
XGBoost,stage2,"{""max_depth"": 2, ""learning_rate"": 0.05, ""n_estimators"": 280, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",5.076191527999981,0.029203017999861913,0.03717257700009213,0.9981589776911415,0.9758479229230103,0.959798556172716,0.9981691338363323,0.9982131254061078,0.9799082067468249,0.9547704254016808,0.9982331625684328,279.0,0.00781996920214223
XGBoost,stage2,"{""max_depth"": 2, ""learning_rate"": 0.07500000000000001, ""n_estimators"": 120, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",2.379450487000213,0.014527542999530851,0.014050325999960478,0.9967511371020142,0.9709826334275315,0.9543388383142442,0.9967661826485916,0.9968052848169807,0.9768300376111717,0.9476865041923476,0.996831111678789,119.0,0.0143525444387918
XGBoost,stage2,"{""max_depth"": 2, ""learning_rate"": 0.07500000000000001, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",3.6956789879995995,0.021878710000237334,0.021228116000202135,0.9982672731210743,0.975984871704166,0.9599372568398875,0.9982775731558925,0.998104829976175,0.979771145343316,0.9550350586839519,0.9981247251944785,199.0,0.00698561026473249
XGBoost,stage2,"{""max_depth"": 2, ""learning_rate"": 0.07500000000000001, ""n_estimators"": 280, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",4.582148133999908,0.031011765000585,0.028889834999972663,0.9986463071258392,0.9767726938137121,0.984664884061737,0.9986426086122024,0.9983214208360407,0.9802005161500832,0.9569083609032542,0.9983407328833923,279.0,0.00510575914304934
XGBoost,stage2,"{""max_depth"": 4, ""learning_rate"": 0.025, ""n_estimators"": 120, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",2.632616296999913,0.016547889999856125,0.01605263700002979,0.9980506822612085,0.9727627554203379,0.9736367169923773,0.9980510394173824,0.9979965345462422,0.9960865260991905,0.9612080111851872,0.9980261549909251,119.0,0.09248222531305006
XGBoost,stage2,"{""max_depth"": 4, ""learning_rate"": 0.025, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",4.57382719799989,0.024813175999952364,0.02507160900040617,0.9985380116959064,0.9745080575885835,0.974978291743264,0.9985373419676513,0.9983755685510072,0.9804115559259601,0.954264781744047,0.9983967141038664,199.0,0.01803279117937669
XGBoost,stage2,"{""max_depth"": 4, ""learning_rate"": 0.025, ""n_estimators"": 280, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",6.397304134000478,0.033300125999630836,0.03337388900035876,0.9990253411306043,0.9772520145477577,0.9855331279385036,0.9990211854721129,0.9986463071258392,0.9806180698234233,0.9692504820293429,0.9986556544021018,279.0,0.00646158162910791
XGBoost,stage2,"{""max_depth"": 4, ""learning_rate"": 0.05, ""n_estimators"": 120, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",2.786520067999845,0.017053613999451045,0.015751248999549716,0.9987004548408057,0.9747166601387276,0.9771117852922964,0.9986984692191775,0.9985380116959064,0.98062033276263,0.9614965200167293,0.9985500292114993,119.0,0.0097294559852606
XGBoost,stage2,"{""max_depth"": 4, ""learning_rate"": 0.05, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",4.709908269999687,0.0392460029997892,0.02347332000044844,0.99924193199047,0.9776785731086144,0.9865396766759843,0.9992379693690331,0.998862897985705,0.9810474406301904,0.9721534876364766,0.9988713109406743,199.0,0.00355425526631502
XGBoost,stage2,"{""max_depth"": 4, ""learning_rate"": 0.05, ""n_estimators"": 280, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",6.338228873999469,0.03383757700066781,0.031700782000370964,0.9991877842755036,0.9776100987180366,0.9865406933313677,0.9991838029391379,0.9990253411306043,0.9812562174668606,0.9723635806082251,0.9990335579143003,279.0,0.00274638604715559
XGBoost,stage2,"{""max_depth"": 4, ""learning_rate"": 0.07500000000000001, ""n_estimators"": 120, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",2.919986548000452,0.016317847999744117,0.015695342000071832,0.9989711934156379,0.9750590320916173,0.9779391240026568,0.9989687906806411,0.9990253411306043,0.9812562174668606,0.9723635806082251,0.9990335579143003,119.0,0.00407077068178952
XGBoost,stage2,"{""max_depth"": 4, ""learning_rate"": 0.07500000000000001, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",4.860150315000283,0.05703115600044839,0.04924271600066277,0.9989711934156379,0.9752021549549315,0.9629316283062361,0.9989816176095507,0.9990794888455707,0.9813279329000218,0.9724337089618729,0.999087707135456,196.0,0.00272300409824203
XGBoost,stage2,"{""max_depth"": 4, ""learning_rate"": 0.07500000000000001, ""n_estimators"": 280, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",6.317539298999691,0.04590290499982075,0.029945552999379288,0.9989711934156379,0.9752021549549315,0.9574827660906823,0.9989940768647154,0.9990253411306043,0.9812562174668606,0.9723309489486751,0.9990335674376141,276.0,0.00238942099095351
XGBoost,stage2,"{""max_depth"": 6, ""learning_rate"": 0.025, ""n_estimators"": 120, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",3.2479776729996956,0.018044516000372823,0.01771958400058793,0.9991877842755036,0.9778963444446648,0.9855562219156035,0.9991843924679754,0.998862897985705,0.997642391863696,0.9805924602006283,0.9988740983160602,119.0,0.08628701320765647
XGBoost,stage2,"{""max_depth"": 6, ""learning_rate"": 0.025, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",5.4087371730001905,0.029243700999359135,0.02685413699964556,0.9992960797054364,0.9780364726042309,0.9798689497246088,0.9992944075687286,0.9989711934156379,0.981190871496513,0.9721912006961424,0.9989792240439836,199.0,0.01480096808574385
XGBoost,stage2,"{""max_depth"": 6, ""learning_rate"": 0.025, ""n_estimators"": 280, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",7.595758121000472,0.054396155000176805,0.03972810899995238,0.9991336365605371,0.9775384449490483,0.9795142343798279,0.9991317500668881,0.9990253411306043,0.9812625869296742,0.9722939299177144,0.9990333404930478,279.0,0.00445380021424586
XGBoost,stage2,"{""max_depth"": 6, ""learning_rate"": 0.05, ""n_estimators"": 120, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",3.3106537309995474,0.017503107999800704,0.031895688000076916,0.9992960797054364,0.9780364726042309,0.9797973582167666,0.9992943147019985,0.9989711934156379,0.9811940562279199,0.9722238902326644,0.9989792462951163,119.0,0.00735995603787544
XGBoost,stage2,"{""max_depth"": 6, ""learning_rate"": 0.05, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",5.432337625999935,0.0485847099998864,0.052737096999408095,0.99924193199047,0.977684931865435,0.9862015921819242,0.9992379071327383,0.9991336365605371,0.9813996483331829,0.9724653829291884,0.999141728540693,199.0,0.00228129021753874
XGBoost,stage2,"{""max_depth"": 6, ""learning_rate"": 0.05, ""n_estimators"": 280, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",8.023977025000022,0.034331511999880604,0.03332534299988765,0.9994043751353693,0.9778935344155791,0.9864832898657049,0.9994003877813273,0.9991877842755036,0.9814681790349374,0.9725353982231729,0.999195801329335,278.0,0.00176950347389455
XGBoost,stage2,"{""max_depth"": 6, ""learning_rate"": 0.07500000000000001, ""n_estimators"": 120, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",3.3309564930004854,0.030064294000112568,0.016452598999421753,0.9991336365605371,0.9775416243274586,0.9796853876972063,0.9991316556022128,0.9990794888455707,0.9813279329000218,0.9723952852096646,0.9990876024493955,119.0,0.0026606675250907
XGBoost,stage2,"{""max_depth"": 6, ""learning_rate"": 0.07500000000000001, ""n_estimators"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",5.171592565000537,0.0434960439997667,0.03841626299981726,0.9993502274204028,0.9778218806465908,0.9800371606727944,0.9993482879862083,0.9990794888455707,0.9813279329000218,0.9723952852096646,0.9990876024493955,199.0,0.00182928672826501
XGBoost,stage2,"{""max_depth"": 6, ""learning_rate"": 0.07500000000000001, ""n_estimators"": 280, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",6.659724698999526,0.032314682999640354,0.032413210999948205,0.9993502274204028,0.9778218806465908,0.9800371606727944,0.9993482879862083,0.9991336365605371,0.9813932788703693,0.9725035515260979,0.9991416574363314,279.0,0.00170614814795318
